CÓDIGO DEPARTAMENTO,DEPARTAMENTO,PROVINCIA,CÓDIGO MUNICIPIO,MUNICIPIO,CODIGO DANE INSTITUCION EDUCATIVA,NOMBRE INSTITUCION EDUCATIVA,CODIGO DANE SEDE,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,MEDIO DE ENLACE,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD
15,BOYACÁ,ORIENTE,"15,778",SUTATENZA,"315,778,000,181",I.E. TECNICA SAN BARTOLOME,"315,778,000,181",I.E. TECNICA SAN BARTOLOME - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.024665872,-73.45294905
15,BOYACÁ,ORIENTE,"15,778",SUTATENZA,"215,778,000,047",I.E. LOS NARANJOS,"215,778,000,047",I.E. LOS NARANJOS - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.029665156,-73.40732139
15,BOYACÁ,VALDERRAMA,"15,790",TASCO,"115,790,000,031",I.E. JORGE GUILLERMO MOJICA MARQUEZ,"115,790,000,295",ESCUELA URBANA EL GIRON,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.909014262,-72.78332795
15,BOYACÁ,VALDERRAMA,"15,790",TASCO,"115,790,000,031",I.E. JORGE GUILLERMO MOJICA MARQUEZ,"115,790,000,031",I.E. JORGE GUILLERMO MOJICA MARQUEZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.90949267,-72.7823283
15,BOYACÁ,ORIENTE,"15,798",TENZA,"115,798,000,014",I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,"115,798,000,189",CONC URB MIXTA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.0767495,-73.42169788
15,BOYACÁ,ORIENTE,"15,798",TENZA,"115,798,000,014",I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,"115,798,000,014",I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.0756046215633,-73.418824019243
15,BOYACÁ,MÁRQUEZ,"15,804",TIBANÁ,"115,804,000,021",I.E. GUSTAVO ROMERO HERNANDEZ,"115,804,000,030",ALIANZA PARA EL PROGRESO,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.316369915,-73.39604076
15,BOYACÁ,MÁRQUEZ,"15,804",TIBANÁ,"115,804,000,021",I.E. GUSTAVO ROMERO HERNANDEZ,"115,804,000,021",I.E. GUSTAVO ROMERO HERNANDEZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.314856582,-73.39481279
15,BOYACÁ,MÁRQUEZ,"15,804",TIBANÁ,"215,804,000,204",I.E. SUPANECA,"215,804,000,204",I.E. SUPANECA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.350116249,-73.39629828
15,BOYACÁ,MÁRQUEZ,"15,804",TIBANÁ,"115,804,000,021",I.E. GUSTAVO ROMERO HERNANDEZ,"115,804,000,048",LA ESPERANZA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,SUGAMUXI,"15,806",TIBASOSA,"315,806,000,214",I.E. JORGE CLEMENTE PALACIOS,"115,806,000,037",COL DE BASI PRI JORGE CLEMENTE PALACIOS,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.744424384,-73.00375381
15,BOYACÁ,SUGAMUXI,"15,806",TIBASOSA,"315,806,000,214",I.E. JORGE CLEMENTE PALACIOS,"315,806,000,214",I.E. JORGE CLEMENTE PALACIOS - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.746816244,-72.99778573
15,BOYACÁ,RICAURTE,"15,808",TINJACÁ,"115,808,000,026",I.E. MARIANO OSPINA PEREZ,"115,808,000,026",I.E. MARIANO OSPINA PEREZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.5784822111942,-73.646835587729
15,BOYACÁ,RICAURTE,"15,808",TINJACÁ,"115,808,000,026",I.E. MARIANO OSPINA PEREZ,"115,808,800,006",SEDE PRIMARIA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.5801947141743,-73.646099291845
15,BOYACÁ,NORTE,"15,810",TIPACOQUE,"115,810,000,220",I.E. LUCAS CABALLERO CALDERON,"115,810,000,017",ESC URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,6.415384361,-72.69394309
15,BOYACÁ,NORTE,"15,810",TIPACOQUE,"115,810,000,220",I.E. LUCAS CABALLERO CALDERON,"115,810,000,220",I.E. LUCAS CABALLERO CALDERON - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,6.413099391,-72.68756414
15,BOYACÁ,CENTRO,"15,814",TOCA,"215,814,000,091",I.E. CAMILO TORRES DE TOCA,"215,814,000,091",I.E. CAMILO TORRES DE TOCA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.540289,-73.175284
15,BOYACÁ,CENTRO,"15,814",TOCA,"115,814,000,011",I.E. TECNICA PLINIO MENDOZA NEIRA,"115,814,000,011",I.E. TECNICA PLINIO MENDOZA NEIRA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.569959101,-73.18448445
15,BOYACÁ,CENTRO,"15,814",TOCA,"215,814,000,253",I.E. TECNICA RAFAEL URIBE,"215,814,000,253",I.E. TECNICA RAFAEL URIBE - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.57490838,-73.19714319
15,BOYACÁ,CENTRO,"15,814",TOCA,"115,814,000,011",I.E. TECNICA PLINIO MENDOZA NEIRA,"115,814,000,046",SECCIÓN POLICARPA SALAVARRIETA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.5637177361278,-73.183539563259
15,BOYACÁ,CENTRO,"15,814",TOCA,"215,814,000,253",I.E. TECNICA RAFAEL URIBE,"115,814,000,020",SEDE RAFAEL URIBE URIBE,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.565607392,-73.18757398
15,BOYACÁ,RICAURTE,"15,816",TOGÜÍ,"315,816,000,191",I.E. HAYDEE CAMACHO SAAVEDRA,"115,816,000,027",COL NORBERTO FORERO GARCIA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.935311,-73.501952
15,BOYACÁ,RICAURTE,"15,816",TOGÜÍ,"315,816,000,191",I.E. HAYDEE CAMACHO SAAVEDRA,"315,816,000,191",I.E. HAYDEE CAMACHO SAAVEDRA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.9378605272801,-73.514574707165
15,BOYACÁ,SUGAMUXI,"15,820",TÓPAGA,"115,820,000,023",I.E. TECNICA CARLOS JULIO UMAÑA TORRES,"115,820,000,058",CONC URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,SUGAMUXI,"15,820",TÓPAGA,"115,820,000,023",I.E. TECNICA CARLOS JULIO UMAÑA TORRES,"115,820,000,023",I.E. TECNICA CARLOS JULIO UMAÑA TORRES - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.771047,-72.833869
15,BOYACÁ,SUGAMUXI,"15,822",TOTA,"115,822,000,152",I.E. JORGE ELIECER GAITAN,"115,822,000,039",CONC URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,SUGAMUXI,"15,822",TOTA,"115,822,000,152",I.E. JORGE ELIECER GAITAN,"115,822,000,152",I.E. JORGE ELIECER GAITAN - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.560655425,-72.98527293
15,BOYACÁ,OCCIDENTE,"15,832",TUNUNGUÁ,"115,832,000,151",I.E. LUIS GUILLERMO ROJAS BARRERA,"115,832,000,151",I.E. LUIS GUILLERMO ROJAS BARRERA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.731834624,-73.93435905
15,BOYACÁ,MÁRQUEZ,"15,835",TURMEQUÉ,"115,835,000,283",I.E. TECNICA INDUSTRIAL,"115,835,000,020",CONC URB MIXTA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.322095055,-73.49320383
15,BOYACÁ,MÁRQUEZ,"15,835",TURMEQUÉ,"115,835,000,011",I.E. DIEGO DE TORRES,"115,835,000,011",I.E. DIEGO DE TORRES - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.3247902199655,-73.490605322079
15,BOYACÁ,MÁRQUEZ,"15,835",TURMEQUÉ,"115,835,000,283",I.E. TECNICA INDUSTRIAL,"115,835,000,283",I.E. TECNICA INDUSTRIAL - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.3231213561207,-73.490150183921
15,BOYACÁ,CENTRO,"15,837",TUTA,"115,837,000,256",I.E. TECNICA CHICAMOCHA,"115,837,000,035",COL KENNEDY,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.693314654,-73.22612819
15,BOYACÁ,CENTRO,"15,837",TUTA,"215,837,000,358",I.E. RIO DE PIEDRAS,"215,837,000,358",I.E. RIO DE PIEDRAS - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.705494212,-73.2452957582
15,BOYACÁ,CENTRO,"15,837",TUTA,"115,837,000,256",I.E. TECNICA CHICAMOCHA,"115,837,000,256",I.E. TECNICA CHICAMOCHA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.6895698588968,-73.227962768142
15,BOYACÁ,TUNDAMA,"15,839",TUTAZÁ,"115,839,000,105",I.E. TECNICA PIO MORANTES,"115,839,000,105",I.E. TECNICA PIO MORANTES - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,6.033349003,-72.85596041
15,BOYACÁ,MÁRQUEZ,"15,842",UMBITA,"115,842,000,272",I.E. TECNICA SAN IGNACIO,"115,842,000,035",CONC URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,MÁRQUEZ,"15,842",UMBITA,"215,842,000,196",I.E. DIVINO NIÑO,"215,842,000,196",I.E. DIVINO NIÑO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.176341,-73.484435
15,BOYACÁ,MÁRQUEZ,"15,842",UMBITA,"215,842,000,226",I.E. SAN ISIDRO,"215,842,000,226",I.E. SAN ISIDRO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.207786,-73.425837
15,BOYACÁ,MÁRQUEZ,"15,842",UMBITA,"215,842,000,013",I.E. TECNICA AGROPECUARIA,"215,842,000,013",I.E. TECNICA AGROPECUARIA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.248105313,-73.47080884
15,BOYACÁ,MÁRQUEZ,"15,842",UMBITA,"115,842,000,272",I.E. TECNICA SAN IGNACIO,"115,842,000,272",I.E. TECNICA SAN IGNACIO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.2221609814705,-73.457560241138
15,BOYACÁ,CENTRO,"15,861",VENTAQUEMADA,"115,861,000,011",I.E. FRANCISCO DE PAULA SANTANDER,"115,861,000,259",COL DE EDUC BAS SIMON BOLIVAR,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.3711044044487,-73.518738985449
15,BOYACÁ,CENTRO,"15,861",VENTAQUEMADA,"115,861,000,011",I.E. FRANCISCO DE PAULA SANTANDER,"115,861,000,011",I.E. FRANCISCO DE PAULA SANTANDER - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.371406,-73.523711
15,BOYACÁ,CENTRO,"15,861",VENTAQUEMADA,"415,001,002,061",I.E. PANAMERICANO PUENTE BOYACA,"415,001,002,061",I.E. PANAMERICANO PUENTE BOYACA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,,
15,BOYACÁ,CENTRO,"15,861",VENTAQUEMADA,"215,861,000,121",I.E. SAN ANTONIO DE PADUA,"215,861,000,121",I.E. SAN ANTONIO DE PADUA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.305325,-73.583651
15,BOYACÁ,RICAURTE,"15,407",VILLA DE LEYVA,"115,407,000,015",I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,"115,407,000,058",CONC CAMILO TORRRES,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.6336305042064,-73.5216082852
15,BOYACÁ,RICAURTE,"15,407",VILLA DE LEYVA,"115,407,000,023",I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,"215,407,000,222",DURUELO,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,RICAURTE,"15,407",VILLA DE LEYVA,"215,407,000,087",I.E. LUIS CARLOS GALAN SARMIENTO,"215,407,000,087",I.E. LUIS CARLOS GALAN SARMIENTO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.696245527,-73.48188068
15,BOYACÁ,RICAURTE,"15,407",VILLA DE LEYVA,"115,407,000,015",I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,"115,407,000,015",I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.6350942816982,-73.521812088757
15,BOYACÁ,RICAURTE,"15,407",VILLA DE LEYVA,"115,407,000,023",I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,"115,407,000,023",I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.633938063,-73.52228719
15,BOYACÁ,RICAURTE,"15,407",VILLA DE LEYVA,"115,407,000,023",I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,"115,407,800,011",SEDE ANEXA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.6338787107562,-73.522251547035
15,BOYACÁ,RICAURTE,"15,407",VILLA DE LEYVA,"115,407,000,023",I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,"115,407,800,020",SEDE CAMPESTRE,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.6423001101379,-73.517138371244
15,BOYACÁ,MÁRQUEZ,"15,879",VIRACACHÁ,"115,879,000,221",I.E. TECNICA AGROPECUARIA,"115,879,000,043",CON URB LA FUENTE TOSCANO,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.437945407598,-73.295013274879
15,BOYACÁ,MÁRQUEZ,"15,879",VIRACACHÁ,"115,879,000,221",I.E. TECNICA AGROPECUARIA,"115,879,000,221",I.E. TECNICA AGROPECUARIA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.4339247550025,-73.297370810028
15,BOYACÁ,LENGUPÁ,"15,897",ZETAQUIRA,"115,897,000,221",I.E. SAN JOSE DE LA FLORIDA,"115,897,000,026",ESC URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,5.2825,-73.169444
15,BOYACÁ,LENGUPÁ,"15,897",ZETAQUIRA,"115,897,000,221",I.E. SAN JOSE DE LA FLORIDA,"115,897,000,221",I.E. SAN JOSE DE LA FLORIDA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,,20,08/28/2024 12:00:00 AM,,
15,BOYACÁ,SUGAMUXI,"15,491",NOBSA,"215,491,000,348",I.E. TECNICA DE NAZARETH,"215,491,000,348",I.E. TECNICA DE NAZARETH - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,EN OPERACIÓN,NA,,15,08/28/2024 12:00:00 AM,5.76597382,-72.89627971
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,075",I.E. HERNANDO GELVEZ SUAREZ,"215,469,000,334",ESC TIERRA DE GONZALEZ,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,RADIO ENLACE,10,10,09/06/2024 12:00:00 AM,5.852397,-73.549736
15,BOYACÁ,TUNDAMA,"15,114",BUSBANZÁ,"115,114,000,011",I.E. ECOLOGICO DE BUSBANZA,"215,114,000,040",ESC CUSAGOTA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,SATELITAL,10,10,09/06/2024 12:00:00 AM,5.854345,-72.87346229
15,BOYACÁ,ORIENTE,"15,322",GUATEQUE,"115,322,000,016",I.E. TECNICA ENRIQUE OLAYA HERRERA,"215,322,000,169",ESC PIEDRA PARADA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,RADIO ENLACE,10,10,09/06/2024 12:00:00 AM,5.028214313,-73.510756982
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,320",ESC RUR LA PALMA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,SATELITAL,10,10,09/06/2024 12:00:00 AM,5.5789167,-72.318055555556
15,BOYACÁ,SUGAMUXI,"15,806",TIBASOSA,"215,806,000,236",I.E. TECNICO INDUSTRIAL,"215,806,000,155",ESC PEÑA NEGRA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,RADIO ENLACE,10,10,09/06/2024 12:00:00 AM,5.799879,-72.99916
15,BOYACÁ,SUGAMUXI,"15,491",NOBSA,"215,491,000,348",I.E. TECNICA DE NAZARETH,"215,491,000,348",I.E. TECNICA DE NAZARETH - SEDE PRINCIPAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,RADIO ENLACE,10,10,09/06/2024 12:00:00 AM,5.76597382,-72.89627971
15,BOYACÁ,TUNDAMA,"15,238",DUITAMA,"215,238,000,315",I.E. AGROINDUSTRIAL LA PRADERA,"215,238,000,501",SEDE LA FLORIDA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,FIBRA,10,10,09/06/2024 12:00:00 AM,"5,866,888,889","-73,013,555,556"
15,BOYACÁ,ORIENTE,"15,022",ALMEIDA,"315,022,000,196",I.E. ENRIQUE SUAREZ,"215,022,000,302",ESC BELEN JOSE SALVADOR DIAZ PERILLA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,RADIO ENLACE,10,10,09/06/2024 12:00:00 AM,4.990514422,-73.23382034521
