CÓDIGO DEPARTAMENTO,DEPARTAMENTO,PROVINCIA,CÓDIGO MUNICIPIO,MUNICIPIO,CODIGO DANE INSTITUCION EDUCATIVA,NOMBRE INSTITUCION EDUCATIVA,CODIGO DANE SEDE,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,MEDIO DE ENLACE,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,256",SAN PEDRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.00822,-73.24258
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"215,442,000,065",I.E. TECNICA ZULIA DE MARIPI,"215,442,000,111",ESC GUARUMAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.635605174,-74.05661466
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,197",ESC GUAYABAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.601150579,-73.98637297
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,138",ESC NARAPAY,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,,
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,103",ESC SALTO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.574129247,-73.993010769
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"215,442,000,057",I.E. LA CABAÑA,"215,442,000,057",I.E. LA CABAÑA - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.588824971,-74.05133226
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"215,442,000,065",I.E. TECNICA ZULIA DE MARIPI,"215,442,000,065",I.E. TECNICA ZULIA DE MARIPI - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.58391356,-74.06857072
15,BOYACÁ,LENGUPÁ,"15,455",MIRAFLORES,"115,455,000,027",I.E. SERGIO CAMARGO,"215,455,000,242",ESC SAN ANTONIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.093654669,-73.24694738
15,BOYACÁ,LENGUPÁ,"15,455",MIRAFLORES,"215,455,000,099",I.E. TECNICA MIRAFLORES,"215,455,000,064",ESC SUNA ABAJO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.21973041,-73.1663717
15,BOYACÁ,LENGUPÁ,"15,455",MIRAFLORES,"215,455,000,099",I.E. TECNICA MIRAFLORES,"215,455,000,099",I.E. TECNICA MIRAFLORES - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.191034111,-73.11530846
15,BOYACÁ,SUGAMUXI,"15,464",MONGUA,"115,464,000,242",I.E. TECNICA LISANDRO CELY,"215,464,000,182",ESC EL CARMEN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.751389,-72.795278
15,BOYACÁ,SUGAMUXI,"15,464",MONGUA,"215,464,000,085",I.E. TUNJUELO,"215,464,000,174",ESC EL TRANSITO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.767972,-72.748939
15,BOYACÁ,SUGAMUXI,"15,464",MONGUA,"115,464,000,242",I.E. TECNICA LISANDRO CELY,"215,464,000,271",ESC MARIA AUXILIADORA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.745278,-72.8
15,BOYACÁ,SUGAMUXI,"15,464",MONGUA,"215,464,000,085",I.E. TUNJUELO,"215,464,000,115",ESC OICITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.75465,-72.768011
15,BOYACÁ,SUGAMUXI,"15,466",MONGUÍ,"115,466,000,151",I.E. TECNICA DE MONGUI,"215,466,000,147",ESC RURAL SAN ANTONIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.695379364,-72.86964691
15,BOYACÁ,SUGAMUXI,"15,466",MONGUÍ,"115,466,000,011",I.E. TECNICA JOSE ACEVEDO Y GOMEZ,"215,466,000,139",ESC VALLADO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.716963455,-72.83988533
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,091",I.E. TECNICA JORDAN,"215,469,000,270",COL DE EDUCACION BAS PEREIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.914444,-73.570278
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,083",I.E. MARCO FIDEL SUAREZ,"215,469,000,504",ESC EL GUAMO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.856675,-73.573011
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,113",I.E. SERAFIN LUENGAS CHACON,"215,469,000,121",ESC MACIEGAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.910556,-73.598333
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,083",I.E. MARCO FIDEL SUAREZ,"215,469,000,261",ESC MONJAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.831944,-73.564167
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,083",I.E. MARCO FIDEL SUAREZ,"215,469,000,474",ESC MONJAS MEDIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.818889,-73.541389
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,113",I.E. SERAFIN LUENGAS CHACON,"215,469,000,482",ESC POTRERO GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,,
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,113",I.E. SERAFIN LUENGAS CHACON,"215,469,000,296",ESC PUEBLO VIEJO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.88748564,-73.586008
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,075",I.E. HERNANDO GELVEZ SUAREZ,"215,469,000,300",ESC TIERRA DE CASTRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.8845,-73.54497
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,083",I.E. MARCO FIDEL SUAREZ,"215,469,000,083",I.E. MARCO FIDEL SUAREZ - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.795353524,-73.6095409
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"215,469,000,113",I.E. SERAFIN LUENGAS CHACON,"215,469,000,113",I.E. SERAFIN LUENGAS CHACON - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.908984684,-73.59771974
15,BOYACÁ,RICAURTE,"15,469",MONIQUIRÁ,"115,469,000,038",I.E. TECNICA ANTONIO NARIÑO,"215,469,800,021",SEDE AGROPECUARIA JORGE EDUARDO LONDOÑO ULLOA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.8833314488427,-73.572945669293
15,BOYACÁ,CENTRO,"15,476",MOTAVITA,"115,476,000,124",I.E. TECNICA SANTA CRUZ DE MOTAVITA,"215,476,000,072",CENT EDUC RISTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.598850844,-73.38603982
15,BOYACÁ,CENTRO,"15,476",MOTAVITA,"215,476,000,013",I.E. TECNICA AMBIENTAL SOTE PANELAS,"215,476,000,064",CENT EDUC VERSALLES,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.664059973,-73.36978215
15,BOYACÁ,CENTRO,"15,476",MOTAVITA,"115,476,000,124",I.E. TECNICA SANTA CRUZ DE MOTAVITA,"215,476,000,030",ESC CARBONERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.588982,-73.382397
15,BOYACÁ,OCCIDENTE,"15,480",MUZO,"215,480,000,133",I.E. NUESTRA SEÑORA DE LA NAVAL,"215,480,000,125",ESC BETANIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.5198813,-74.08975647
15,BOYACÁ,OCCIDENTE,"15,480",MUZO,"215,480,000,133",I.E. NUESTRA SEÑORA DE LA NAVAL,"215,480,000,087",ESC CUINCHA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.500417309,-74.12197438
15,BOYACÁ,OCCIDENTE,"15,480",MUZO,"315,480,000,341",I.E. SAN MARCOS,"215,480,000,109",ESC EGIDOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.546882234,-74.10476909
15,BOYACÁ,OCCIDENTE,"15,480",MUZO,"215,480,000,133",I.E. NUESTRA SEÑORA DE LA NAVAL,"215,480,000,117",ESC GUAZO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.551328257,-74.08855247
15,BOYACÁ,OCCIDENTE,"15,480",MUZO,"315,480,000,341",I.E. SAN MARCOS,"215,480,000,427",ESC NIAUNZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.587880347,-74.10185425
15,BOYACÁ,OCCIDENTE,"15,480",MUZO,"215,480,000,133",I.E. NUESTRA SEÑORA DE LA NAVAL,"215,480,000,303",ESC PEDREGAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.525644355,-74.09902447
15,BOYACÁ,OCCIDENTE,"15,480",MUZO,"415,480,000,400",I.E. CONCHA MEDINA DE SILVA,"215,480,000,222",ESC SABRIPA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.560786614,-74.15679541
15,BOYACÁ,SUGAMUXI,"15,491",NOBSA,"115,491,000,017",I.E. TECNICA DE NOBSA,"215,491,000,097",ECUELA EL PUENTE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.773889,-72.938056
15,BOYACÁ,SUGAMUXI,"15,491",NOBSA,"215,491,000,348",I.E. TECNICA DE NAZARETH,"215,491,000,101",ESC CHAMEZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.768056,-72.911944
15,BOYACÁ,SUGAMUXI,"15,491",NOBSA,"115,491,000,017",I.E. TECNICA DE NOBSA,"215,491,000,119",ESC DICHO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.773889,-72.938056
15,BOYACÁ,SUGAMUXI,"15,491",NOBSA,"115,491,000,017",I.E. TECNICA DE NOBSA,"215,491,000,275",ESC SAN MARTIN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.799597418,-72.98112811
15,BOYACÁ,SUGAMUXI,"15,491",NOBSA,"115,491,000,017",I.E. TECNICA DE NOBSA,"215,491,000,071",ESC SANTANA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.781571,-72.955565
15,BOYACÁ,SUGAMUXI,"15,491",NOBSA,"115,491,000,017",I.E. TECNICA DE NOBSA,"215,491,000,089",ESC UCUENGA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.766126,-72.970009
15,BOYACÁ,MÁRQUEZ,"15,494",NUEVO COLÓN,"215,494,000,063",I.E. LLANO GRANDE,"215,494,000,179",ESC EL UVO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.382069974,-73.44435311
15,BOYACÁ,MÁRQUEZ,"15,494",NUEVO COLÓN,"115,494,000,131",I.E. NUESTRA SEÑORA DE LA ANTIGUA,"215,494,000,055",ESC GABRIELA MISTRAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.335575305,-73.44216401
15,BOYACÁ,MÁRQUEZ,"15,494",NUEVO COLÓN,"115,494,000,131",I.E. NUESTRA SEÑORA DE LA ANTIGUA,"215,494,000,080",ESC PAVAQUIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.348900287,-73.47171691
15,BOYACÁ,MÁRQUEZ,"15,494",NUEVO COLÓN,"115,494,000,131",I.E. NUESTRA SEÑORA DE LA ANTIGUA,"215,494,000,071",ESC SORCA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.300621023,-73.46636313
15,BOYACÁ,MÁRQUEZ,"15,494",NUEVO COLÓN,"215,494,000,063",I.E. LLANO GRANDE,"215,494,000,063",I.E. LLANO GRANDE - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.369387446,-73.43723852
15,BOYACÁ,CENTRO,"15,500",OICATÁ,"115,500,000,084",I.E. NICOLAS CUERVO Y ROJAS,"215,500,000,038",CE CAIBOCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.621264428,-73.26062692
15,BOYACÁ,CENTRO,"15,500",OICATÁ,"115,500,000,084",I.E. NICOLAS CUERVO Y ROJAS,"215,500,000,119",CENT EDUC EL LLANO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.62863775,-73.27333609
15,BOYACÁ,CENTRO,"15,500",OICATÁ,"115,500,000,084",I.E. NICOLAS CUERVO Y ROJAS,"215,500,000,011",CENT EDUC PORAVITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.631615083,-73.28656305
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"115,507,000,012",I.E. SAN IGNACIO DE LOYOLA,"215,507,000,050",ESC BUENAVISTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.649526291,-74.24342973
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"115,507,000,012",I.E. SAN IGNACIO DE LOYOLA,"215,507,000,211",ESC BUENOS AIRES,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.730546938,-74.21285366
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"215,507,000,530",I.E. SAN JOSE DE NAZARETH,"215,507,000,289",ESC CARTAGENA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.805202527,-74.09596263
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"215,507,000,041",I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,"215,507,000,220",ESC CUNCHALITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.723646501,-74.28132265
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"215,507,000,530",I.E. SAN JOSE DE NAZARETH,"215,507,000,238",ESC EL MIRADOR,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.780813052,-74.12517052
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"215,507,000,041",I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,"215,507,000,360",ESC LA CURUBITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.84496371,-74.16762282
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"115,507,000,012",I.E. SAN IGNACIO DE LOYOLA,"215,507,000,157",ESC LOS BANCOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,,
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"115,507,000,012",I.E. SAN IGNACIO DE LOYOLA,"215,507,000,068",ESC PIZARRA BOLIVAR,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.656667,-74.181667
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"215,507,000,530",I.E. SAN JOSE DE NAZARETH,"215,507,000,530",I.E. SAN JOSE DE NAZARETH - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.81031,-74.12164
15,BOYACÁ,OCCIDENTE,"15,507",OTANCHE,"215,507,000,041",I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,"215,507,000,041",I.E. TECNICA SAMUEL IGNACIO SANTAMARIA - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.659167,-74.181111
15,BOYACÁ,NEIRA,"15,511",PACHAVITA,"315,511,000,018",I.E. TECNICA HONORIO ANGEL Y OLARTE,"215,511,000,081",ESC AGUAQUIÑA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.139418027,-73.39363451
15,BOYACÁ,NEIRA,"15,511",PACHAVITA,"315,511,000,018",I.E. TECNICA HONORIO ANGEL Y OLARTE,"215,511,000,064",ESC HATOGRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.0992325,-73.38231422
15,BOYACÁ,LENGUPÁ,"15,514",PÁEZ,"115,514,000,249",I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,"215,514,000,022",ESC RURAL URURIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.039630579,-73.0040323
15,BOYACÁ,LENGUPÁ,"15,514",PÁEZ,"115,514,000,249",I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,"215,514,000,031",ESC SIRASI,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.039722,-73.003611
15,BOYACÁ,TUNDAMA,"15,516",PAIPA,"215,516,000,542",I.E. TECNICA AGRICOLA,"215,516,000,194",CEMT EDUC EL SALITRE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.737513,-73.135564
15,BOYACÁ,TUNDAMA,"15,516",PAIPA,"315,516,000,016",I.E. EL ROSARIO,"215,516,000,666",CENT EDUC CANOCAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.758333,-73.110833
15,BOYACÁ,TUNDAMA,"15,516",PAIPA,"115,516,000,424",I.E. TOMAS VASQUEZ RODRIGUEZ,"215,516,000,577",CENT EDUC EL ROSAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.793889,-73.123056
15,BOYACÁ,TUNDAMA,"15,516",PAIPA,"115,516,000,025",I.E. ARMANDO SOLANO,"215,516,000,470",CENT EDUC EL TEJAR,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.802596,-73.120371
15,BOYACÁ,TUNDAMA,"15,516",PAIPA,"215,516,000,542",I.E. TECNICA AGRICOLA,"215,516,000,186",CENT EDUC EL TUNAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.71046266,-73.13148815
15,BOYACÁ,TUNDAMA,"15,516",PAIPA,"315,516,000,016",I.E. EL ROSARIO,"215,516,000,291",CENT EDUC EL VOLCAN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.783601,-73.12862
15,BOYACÁ,TUNDAMA,"15,516",PAIPA,"115,516,000,424",I.E. TOMAS VASQUEZ RODRIGUEZ,"215,516,000,216",CENT EDUC LA BOLSA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.79434411,-73.15225117
15,BOYACÁ,TUNDAMA,"15,516",PAIPA,"115,516,000,025",I.E. ARMANDO SOLANO,"215,516,000,135",CENT EDUC LOS MEDIOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.83005276,-73.12489161
