CÓDIGO DEPARTAMENTO;DEPARTAMENTO;PROVINCIA;CÓDIGO MUNICIPIO;MUNICIPIO;CODIGO DANE INSTITUCION EDUCATIVA;NOMBRE INSTITUCION EDUCATIVA;CODIGO DANE SEDE;NOMBRE SEDE EDUCATIVA;ZONA;PROYECTOS DE CONECTIVIDAD 2024;OPERADOR;ESTADO;MEDIO DE ENLACE;ANCHO DE BANDA DE SUBIDA (MB);ANCHO DE BANDA DESCARGA (MB);FINALIZACIÓN DEL CONTRATO;LATITUD;LONGITUD;;
15;BOYACÁ;VALDERRAMA;15,755;SOCOTÁ;215,755,000,171;I,E, TECNICA JAIRO ALBARRACIN BARRERA;215,755,000,309;ESC SAN JOSÉ DE PARPA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;6018355025;-7262046966;;
15;BOYACÁ;VALDERRAMA;15,755;SOCOTÁ;115,755,000,371;I,E, TECNICO FRANCISCO JOSE DE CALDAS;215,755,000,236;ESC SAN PEDRO COCHIA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;603267222;-7260666961;;
15;BOYACÁ;VALDERRAMA;15,755;SOCOTÁ;115,755,000,371;I,E, TECNICO FRANCISCO JOSE DE CALDAS;215,755,000,279;ESC SAN PEDRO GUITA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;6037532621;-7260655016;;
15;BOYACÁ;SUGAMUXI;15,759;SOGAMOSO;215,759,000,630;INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT;215,759,000,681;ESCUELA CORRALEJAS;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5665556;-72928611;;
15;BOYACÁ;SUGAMUXI;15,759;SOGAMOSO;115,759,001,615;INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI;215,759,000,702;ESCUELA MILAGRO Y PLAYITA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5689987;-72925675;;
15;BOYACÁ;SUGAMUXI;15,759;SOGAMOSO;115,759,000,473;INSTITUCION EDUCATIVA LOS LIBERTADORES;215,759,000,656;ESCUELA SIATAME;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5713611;-72937778;;
15;BOYACÁ;SUGAMUXI;15,759;SOGAMOSO;215,759,001,768;INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA;215,759,001,199;ESCUELA VEREDA BATTA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5709444;-72886389;;
15;BOYACÁ;SUGAMUXI;15,759;SOGAMOSO;215,759,001,768;INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA;215,759,001,768;INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE MORCA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;4,5;18;12/01/2032  12:00:00 a, m,;5708889;-72886667;;
15;BOYACÁ;ORIENTE;15,761;SOMONDOCO;215,761,000,167;I,E, TECNICA JOSE BENIGNO PERILLA;215,761,000,078;CUCUAVACA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;497128795;-7342512606;;
15;BOYACÁ;ORIENTE;15,761;SOMONDOCO;215,761,000,051;I,E, NORMAL SUPERIOR VALLE DE TENZA;215,761,000,051;I,E, NORMAL SUPERIOR VALLE DE TENZA - SEDE PRINCIPAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;4,5;18;12/01/2032  12:00:00 a, m,;5005369006;-7343133698;;
15;BOYACÁ;CENTRO;15,762;SORA;315,762,000,076;I,E, DE SORA;215,762,000,021;ESC EL SALITRE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5604204;-73411202;;
15;BOYACÁ;CENTRO;15,762;SORA;315,762,000,076;I,E, DE SORA;215,762,000,063;ESC PITA Y CHONE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5607703;-7344073;;
15;BOYACÁ;CENTRO;15,762;SORA;315,762,000,076;I,E, DE SORA;215,762,000,039;ESC PORTOBELO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5592414;-73427224;;
15;BOYACÁ;CENTRO;15,762;SORA;315,762,000,076;I,E, DE SORA;215,762,000,098;ESC TAUSAMENA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5553065;-73491369;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,079;CENT EDUC PUENTE HAMACA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5497778;-73333333;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,028;ESC CRUZ BLANCA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5457130932;-7333101517;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,052;ESC EL ROSAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5461583498;-7331420427;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,109;ESC OTRO LADO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5497078037;-733486371;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,141;ESC QUEBRADA GRANDE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5502721405;-7333630233;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,133;ESC RURAL ALTO NEGRO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5504808906;-7329920142;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,036;ESC RURAL QUEBRADA VIEJA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5487778;-73302778;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,044;ESC RURAL ROMINGUIRA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5531352745;-733060733;;
15;BOYACÁ;CENTRO;15,764;SORACÁ;115,764,000,082;I,E, SIMON BOLIVAR;215,764,000,117;ESUELA RURAL CHAINE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5518137219;-7329494218;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;115,763,000,291;I,E, TECNICA PABLO VI;215,763,000,113;CENT EDUC AVENDAÑOS;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5828856584;-7329421539;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;115,763,000,291;I,E, TECNICA PABLO VI;215,763,000,172;CENT EDUC CORTADERA GRANDE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5726122;-73295287;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;115,763,000,291;I,E, TECNICA PABLO VI;215,763,000,288;CENT EDUC LLANO GRANDE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5764722;-73247222;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;115,763,000,291;I,E, TECNICA PABLO VI;215,763,000,202;CENT EDUC MORAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5725568;-73261398;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;115,763,000,291;I,E, TECNICA PABLO VI;215,763,000,156;CENT EDUC SALITRE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5764722;-73231111;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;115,763,000,291;I,E, TECNICA PABLO VI;215,763,000,148;CENT EDUC CATOBA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;57214;-73277509;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;115,763,000,291;I,E, TECNICA PABLO VI;215,763,000,334;CENT EDUC CORTADERA CHIQUITA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;573403308;-7329337068;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;215,763,000,075;I,E, ADOLFO MARIA JIMENEZ;215,763,000,130;CENT EDUC BOSIGAS CENTRO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5723623;-73240286;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;215,763,000,075;I,E, ADOLFO MARIA JIMENEZ;215,763,000,067;CENT EDUC JOSE JOAQUIN CASTRO MARTINEZ;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5740178;-7322262;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;215,763,000,075;I,E, ADOLFO MARIA JIMENEZ;215,763,000,164;CENT EDUC OCUSA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5766300554;-7320826926;;
15;BOYACÁ;CENTRO;15,763;SOTAQUIRÁ;215,763,000,075;I,E, ADOLFO MARIA JIMENEZ;215,763,000,318;ESC JAIME RIAÑO CANO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5750278;-73184167;;
15;BOYACÁ;NORTE;15,774;SUSACÓN;115,774,000,021;I,E, NUESTRA SEÑORA DEL CARMEN;215,774,000,158;CENT ED RUR SIAPORA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;6192640832;-7263547138;;
15;BOYACÁ;NORTE;15,774;SUSACÓN;115,774,000,021;I,E, NUESTRA SEÑORA DEL CARMEN;215,774,000,093;CENT EDUCATIVO DESAGUADERO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;6194582473;-7280883891;;
15;BOYACÁ;RICAURTE;15,776;SUTAMARCHÁN;215,776,000,091;I,E, PEDREGAL ALTO;215,776,000,376;ESC EL CEDRO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;564826244;-7364996865;;
15;BOYACÁ;RICAURTE;15,776;SUTAMARCHÁN;215,776,000,091;I,E, PEDREGAL ALTO;215,776,000,384;ESC LA ESPERANZA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;565189504;-7362357914;;
15;BOYACÁ;RICAURTE;15,776;SUTAMARCHÁN;315,776,000,133;I,E, HECTOR JULIO GOMEZ;215,776,000,058;ESC ROA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;;;;
15;BOYACÁ;ORIENTE;15,778;SUTATENZA;315,778,000,181;I,E, TECNICA SAN BARTOLOME;215,778,000,063;CENT EDUC GAQUE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5008992399;-7345121245;;
15;BOYACÁ;ORIENTE;15,778;SUTATENZA;215,778,000,047;I,E, LOS NARANJOS;215,778,000,039;CENT EDUC GUAMO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5037940921;-7340043285;;
15;BOYACÁ;ORIENTE;15,778;SUTATENZA;215,778,000,047;I,E, LOS NARANJOS;215,778,000,152;ESC SIGUIQUE ARBOL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5008564096;-7340038716;;
15;BOYACÁ;ORIENTE;15,778;SUTATENZA;315,778,000,181;I,E, TECNICA SAN BARTOLOME;215,778,000,110;CENT EDUC PIEDRALARGA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5019973611;-73431718;;
15;BOYACÁ;VALDERRAMA;15,79;TASCO;215,790,000,222;I,E, JUAN JOSE RONDON;215,790,000,109;COL EDUC BAS SANTA LUCIA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5931685;-72764732;;
15;BOYACÁ;VALDERRAMA;15,79;TASCO;215,790,000,222;I,E, JUAN JOSE RONDON;215,790,000,133;ESC CALLE ARRIBA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5906671551;-7275461123;;
15;BOYACÁ;VALDERRAMA;15,79;TASCO;115,790,000,031;I,E, JORGE GUILLERMO MOJICA MARQUEZ;215,790,000,265;ESC CHAMIZAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5870751208;-7275272669;;
15;BOYACÁ;VALDERRAMA;15,79;TASCO;115,790,000,031;I,E, JORGE GUILLERMO MOJICA MARQUEZ;215,790,000,176;ESC SAN ANTONIO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5861899613;-7279995424;;
15;BOYACÁ;VALDERRAMA;15,79;TASCO;215,790,000,222;I,E, JUAN JOSE RONDON;215,790,000,222;I,E, JUAN JOSE RONDON - SEDE PRINCIPAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5944933284;-7277271417;;
15;BOYACÁ;VALDERRAMA;15,79;TASCO;215,790,000,222;I,E, JUAN JOSE RONDON;215,790,000,206;LA CHAPA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5977429583;-7274302801;;
15;BOYACÁ;VALDERRAMA;15,79;TASCO;215,790,000,222;I,E, JUAN JOSE RONDON;215,790,000,184;NARIÑO UNO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5961725141;-7276146883;;
15;BOYACÁ;ORIENTE;15,798;TENZA;115,798,000,014;I,E, TECNICA JOSE GABRIEL CARVAJAL GARCIA;215,798,000,116;ESC RURAL DE BARZAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5107920219;-7341092368;;
15;BOYACÁ;ORIENTE;15,798;TENZA;115,798,000,014;I,E, TECNICA JOSE GABRIEL CARVAJAL GARCIA;215,798,000,051;ESC RURAL DE CORA CHIQUITO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;;;;
15;BOYACÁ;ORIENTE;15,798;TENZA;115,798,000,014;I,E, TECNICA JOSE GABRIEL CARVAJAL GARCIA;215,798,000,230;ESC RURAL DE RESGUARDO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;505826025;-7342448442;;
15;BOYACÁ;ORIENTE;15,798;TENZA;115,798,000,014;I,E, TECNICA JOSE GABRIEL CARVAJAL GARCIA;215,798,000,191;ESC RURAL HUMBERTO AVILA MORA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5057785;-73425002;;
15;BOYACÁ;MÁRQUEZ;15,804;TIBANÁ;215,804,000,395;I,E, ANDRES ROMERO AREVALO;215,804,000,077;ESC EL CARMEN;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5271842;-73437587;;
15;BOYACÁ;MÁRQUEZ;15,804;TIBANÁ;215,804,000,204;I,E, SUPANECA;215,804,000,123;ESC PIEDRAS DE CANDELA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5321634101;-7342653528;;
15;BOYACÁ;MÁRQUEZ;15,804;TIBANÁ;115,804,000,021;I,E, GUSTAVO ROMERO HERNANDEZ;215,804,000,328;ESC QUICHATOQUE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5276397;-73396392;;
15;BOYACÁ;MÁRQUEZ;15,804;TIBANÁ;115,804,000,021;I,E, GUSTAVO ROMERO HERNANDEZ;215,804,000,107;ESC RUCHE;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5316026;-73370889;;
15;BOYACÁ;MÁRQUEZ;15,804;TIBANÁ;115,804,000,021;I,E, GUSTAVO ROMERO HERNANDEZ;215,804,000,093;ESC SUTA ARRIBA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5321667;-73352778;;
15;BOYACÁ;MÁRQUEZ;15,804;TIBANÁ;115,804,000,021;I,E, GUSTAVO ROMERO HERNANDEZ;215,804,000,255;ESC ZANJA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5323897;-73429727;;
15;BOYACÁ;MÁRQUEZ;15,804;TIBANÁ;215,804,000,395;I,E, ANDRES ROMERO AREVALO;215,804,000,395;I,E, ANDRES ROMERO AREVALO - SEDE PRINCIPAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5336999471;-734189448;;
15;BOYACÁ;MÁRQUEZ;15,804;TIBANÁ;215,804,000,204;I,E, SUPANECA;115,804,000,412;SEDE NUEVO MILENIO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5310278;-73333056;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;215,806,000,236;I,E, TECNICO INDUSTRIAL;215,806,000,198;CED CHORRITO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5798290242;-7301351201;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;315,806,000,214;I,E, JORGE CLEMENTE PALACIOS;215,806,000,112;CED EL HATO;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5699973;-73045249;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;315,806,000,214;I,E, JORGE CLEMENTE PALACIOS;215,806,000,201;CED ESTERILLAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5732081641;-7303298094;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;315,806,000,214;I,E, JORGE CLEMENTE PALACIOS;215,806,000,261;CED LA BOYERA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5765358502;-7299788341;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;315,806,000,214;I,E, JORGE CLEMENTE PALACIOS;215,806,000,104;CED LA CARRERA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;5717525288;-7295439488;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;215,806,000,236;I,E, TECNICO INDUSTRIAL;215,806,000,163;CED LAS VUELTAS;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;577468934;-7300735303;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;215,806,000,236;I,E, TECNICO INDUSTRIAL;215,806,000,147;CED PUENTE DE LA BALSA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;575211991;-7305352596;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;215,806,000,236;I,E, TECNICO INDUSTRIAL;215,806,000,066;ESC LA ESTACIÓN;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3,75;15;12/01/2032  12:00:00 a, m,;5774237;-7297987;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;215,806,000,139;I,E, ROBERTO FRANCO IZASA;215,806,000,139;I,E, ROBERTO FRANCO IZASA - SEDE PRINCIPAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;PENDIENTE INICIO OPERACIÓN;NA;4,5;18;12/01/2032  12:00:00 a, m,;5731451084;-7296449807;;
15;BOYACÁ;SUGAMUXI;15,806;TIBASOSA;215,806,000,236;I,E, TECNICO INDUSTRIAL;215,806,000,236;I,E, TECNICO INDUSTRIAL - SEDE PRINCIPAL;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;5,25;21;12/01/2032  12:00:00 a, m,;579987923;-7299915991;;
15;BOYACÁ;RICAURTE;15,808;TINJACÁ;115,808,000,026;I,E, MARIANO OSPINA PEREZ;215,808,000,161;ESC FUNZA;RURAL;CENTRO DIGITAL;UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA;EN OPERACIÓN;NA;3;12;12/01/2032  12:00:00 a, m,;557486357;-7366249592;;
