CODIGO INTERNET,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB)
1661,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.8,15.0
300,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1018,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
773,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
200,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1641,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
622,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1389,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
812,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1894,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.8,15.0
747,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1199,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.8,15.0
1496,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
152,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.8,15.0
544,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1495,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1847,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
602,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1071,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
896,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1867,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.8,15.0
646,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1597,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.8,15.0
1720,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.8,15.0
714,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,5.2,21.0
68,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,4.5,18.0
160,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.8,15.0
1497,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1027,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
240,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,4.5,18.0
757,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1795,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
351,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1052,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
346,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
343,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1531,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1664,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
86,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
377,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1074,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
910,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1492,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
114,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
999,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1326,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.8,15.0
735,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.8,15.0
169,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1565,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1270,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.8,15.0
1441,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
964,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,4.5,18.0
864,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
221,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
3,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,4.5,18.0
421,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.8,15.0
617,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.8,15.0
1090,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1834,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
389,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
250,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1341,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1605,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
1626,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1804,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1684,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
973,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
1900,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,3.0,12.0
497,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,4.5,18.0
1694,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,3.0,12.0
695,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO DE OPERACIÓN,3.0,12.0
1218,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO DE OPERACIÓN,3.0,12.0
139,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO DE OPERACIÓN,3.0,12.0
640,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1911,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1443,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
805,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
997,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1729,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1461,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1928,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1790,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1926,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
113,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
592,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
395,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
708,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
898,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1817,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1051,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
716,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
902,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
671,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
638,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1041,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
873,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
855,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
591,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1962,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1455,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
348,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1845,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
746,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
39,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
569,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
846,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1826,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
201,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1124,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1807,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
507,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1654,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
669,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1645,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1131,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1794,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
955,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1586,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
155,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
168,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
167,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1453,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
296,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1391,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1478,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
24,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1922,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
65,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
100,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
810,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1240,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1748,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
871,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
401,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1999,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
932,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1919,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
209,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
52,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
983,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1253,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1008,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1099,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1153,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
753,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1319,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1732,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
483,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1683,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
833,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
894,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
787,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
620,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
613,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1477,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1985,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1460,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1191,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
816,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1214,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
58,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
8,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1622,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
407,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1250,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
217,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
501,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
725,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
