NOMBRE SEDE EDUCATIVA,CODIGO DANE SEDE,ZONA,NOMBRE INSTITUCION EDUCATIVA,CODIGO INTERNET
I.E. TECNICA ANTONIO NARIÑO - SEDE PRINCIPAL,"115,469,000,038",URBANA,I.E. TECNICA ANTONIO NARIÑO,776
I.E. TECNICA JORDAN - SEDE PRINCIPAL,"215,469,000,091",RURAL,I.E. TECNICA JORDAN,1077
I.E. TECNICA LA LAJA - SEDE PRINCIPAL,"215,469,000,156",RURAL,I.E. TECNICA LA LAJA,358
SEDE ANTONIO RICAURTE,"115,469,000,402",URBANA,I.E. TECNICA ANTONIO NARIÑO,1533
SEDE ANEXA,"115,469,800,018",URBANA,I.E. TECNICA ANTONIO NARIÑO,1021
SEDE GASPAR RAMIREZ,"115,469,000,054",URBANA,I.E. TECNICA ANTONIO NARIÑO,850
SEDE CENTRAL,"115,469,800,000",URBANA,I.E. TECNICA ANTONIO NARIÑO,915
I.E. TECNICA AMBIENTAL SOTE PANELAS - SEDE PRINCIPAL,"215,476,000,013",RURAL,I.E. TECNICA AMBIENTAL SOTE PANELAS,255
I.E. TECNICA SANTA CRUZ DE MOTAVITA - SEDE PRINCIPAL,"115,476,000,124",URBANA,I.E. TECNICA SANTA CRUZ DE MOTAVITA,1621
CONC URB JOSE FRANCISCO MAHECHA,"115,480,000,031",URBANA,I.E. SAN MARCOS,652
I.E. CONCHA MEDINA DE SILVA - SEDE PRINCIPAL,"415,480,000,400",RURAL,I.E. CONCHA MEDINA DE SILVA,1745
I.E. NUESTRA SEÑORA DE LA NAVAL - SEDE PRINCIPAL,"215,480,000,133",RURAL,I.E. NUESTRA SEÑORA DE LA NAVAL,107
I.E. TECNICA DE NOBSA - SEDE PRINCIPAL,"115,491,000,017",URBANA,I.E. TECNICA DE NOBSA,913
I.E. NUESTRA SEÑORA DE LA ANTIGUA - SEDE PRINCIPAL,"115,494,000,131",URBANA,I.E. NUESTRA SEÑORA DE LA ANTIGUA,176
I.E. NICOLAS CUERVO Y ROJAS - SEDE PRINCIPAL,"115,500,000,084",URBANA,I.E. NICOLAS CUERVO Y ROJAS,1212
CONC PABLO SEXTO,"115,507,000,039",URBANA,I.E. SAN IGNACIO DE LOYOLA,1636
I.E. SAN IGNACIO DE LOYOLA - SEDE PRINCIPAL,"115,507,000,012",URBANA,I.E. SAN IGNACIO DE LOYOLA,653
I.E. TECNICA HONORIO ANGEL Y OLARTE - SEDE PRINCIPAL,"315,511,000,018",URBANA,I.E. TECNICA HONORIO ANGEL Y OLARTE,1331
CON. BOLIVAR,"115,514,000,010",URBANA,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,691
I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ - SEDE PRINCIPAL,"115,514,000,249",URBANA,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,454
CONC. LA PRADERA,"215,516,000,933",URBANA,I.E. EL ROSARIO,37
I.E. ARMANDO SOLANO - SEDE PRINCIPAL,"115,516,000,025",URBANA,I.E. ARMANDO SOLANO,1043
I.E. RAFAEL BAYONA NIÑO - SEDE PRINCIPAL,"215,516,000,127",RURAL,I.E. RAFAEL BAYONA NIÑO,830
I.E. TECNICA AGRICOLA - SEDE PRINCIPAL,"215,516,000,542",RURAL,I.E. TECNICA AGRICOLA,1143
I.E. TOMAS VASQUEZ RODRIGUEZ - SEDE PRINCIPAL,"115,516,000,424",URBANA,I.E. TOMAS VASQUEZ RODRIGUEZ,1386
COL DEPTAL AGROP PRIMARIA,"115,518,000,171",URBANA,I.E. AGROPECUARIA,536
I.E. AGROPECUARIA - SEDE PRINCIPAL,"115,518,000,219",URBANA,I.E. AGROPECUARIA,96
I.E. TECNICA DE PANQUEBA - SEDE PRINCIPAL,"115,522,000,126",URBANA,I.E. TECNICA DE PANQUEBA,803
I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL - SEDE PRINCIPAL,"215,531,000,435",RURAL,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,1407
I.E. TECNICO NACIONALIZADO DE PAUNA - SEDE PRINCIPAL,"115,531,000,015",URBANA,I.E. TECNICO NACIONALIZADO DE PAUNA,1424
I.E. TECNICO SIMONA AMAYA - SEDE PRINCIPAL,"115,533,000,179",URBANA,I.E. TECNICO SIMONA AMAYA,692
CONC JHON F KENNEDY,"115,537,000,297",URBANA,I.E. TECNICA INDUSTRIAL Y MINERA,1876
I.E. TECNICA INDUSTRIAL Y MINERA - SEDE PRINCIPAL,"115,537,000,025",URBANA,I.E. TECNICA INDUSTRIAL Y MINERA,1528
EL LIBERTADOR,"115,542,000,050",URBANA,I.E. INDALECIO VASQUEZ,1871
I.E. BUTAGA - SEDE PRINCIPAL,"215,542,000,224",RURAL,I.E. BUTAGA,778
I.E. EL HATO - SEDE PRINCIPAL,"215,542,000,194",RURAL,I.E. EL HATO,1123
I.E. INDALECIO VASQUEZ  - SEDE PRINCIPAL,"115,542,000,025",URBANA,I.E. INDALECIO VASQUEZ,435
I.E. RAMON BARRANTES - SEDE PRINCIPAL,"115,550,000,191",URBANA,I.E. RAMON BARRANTES,259
CRISTO REY,"115,572,001,131",URBANA,I.E. ANTONIA SANTOS,739
I.E. ANTONIA SANTOS - SEDE PRINCIPAL,"115,572,000,062",URBANA,I.E. ANTONIA SANTOS,1594
I.E. EL PRADO - SEDE PRINCIPAL,"215,572,000,334",RURAL,I.E. EL PRADO,1706
I.E. JOHN F. KENNEDY - SEDE PRINCIPAL,"115,572,000,348",URBANA,I.E. JOHN F. KENNEDY,1330
I.E. JOSE ANTONIO GALAN - SEDE PRINCIPAL,"115,572,000,321",URBANA,I.E. JOSE ANTONIO GALAN,599
I.E. SAN PEDRO CLAVER- SEDE PRINCIPAL,"115,572,000,011",URBANA,I.E. SAN PEDRO CLAVER,1482
I.E. TECNICA AGROPECUARIA EL MARFIL - SEDE PRINCIPAL,"215,572,000,938",RURAL,I.E. TECNICA AGROPECUARIA EL MARFIL,311
SIMON BOLIVAR,"115,572,000,054",URBANA,I.E. ANTONIA SANTOS,632
COL TEC NSTRA SRA DE LA PAZ - PRIMARIA,"415,580,000,512",URBANA,I.E. TECNICA NUESTRA SEÑORA DE LA PAZ,439
I.E. LA FLORESTA - SEDE PRINCIPAL,"215,580,000,017",RURAL,I.E. LA FLORESTA,909
I.E. TECNICA NUESTRA SEÑORA DE LA PAZ - SEDE PRINCIPAL,"215,580,000,041",URBANA,I.E. TECNICA NUESTRA SEÑORA DE LA PAZ,1037
CARLOS RINCON,"115,599,000,251",URBANA,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,1958
I.E. NAGUATA - SEDE PRINCIPAL,"215,599,000,123",RURAL,I.E. NAGUATA,1938
I.E. TECNICA JOSE IGNACIO DE MARQUEZ - SEDE PRINCIPAL,"115,599,000,013",URBANA,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,1779
COL EL SOL,"315,600,000,226",URBANA,I.E. SAN ANTONIO,1005
I.E. SAN ANTONIO - SEDE PRINCIPAL,"115,600,000,014",URBANA,I.E. SAN ANTONIO,1884
I.E. TECNICA AGROPECUARIA SAN RAFAEL - SEDE PRINCIPAL,"315,621,000,218",URBANA,I.E. TECNICA AGROPECUARIA SAN RAFAEL,2002
CONC URB JONH F KENNEDY,"115,632,000,024",URBANA,I.E. NORMAL SUPERIOR,273
I.E. NORMAL SUPERIOR - SEDE PRINCIPAL,"215,632,000,592",RURAL,I.E. NORMAL SUPERIOR,974
I.E. SAN ISIDRO - SEDE PRINCIPAL,"215,632,000,665",RURAL,I.E. SAN ISIDRO,480
I.E. NUEVA GENERACION - SEDE PRINCIPAL,"315,638,000,050",URBANA,I.E. NUEVA GENERACION,1489
FRAY JUAN DE LOS BRRS,"115,646,000,230",URBANA,I.E. TECNICA NACIONALIZADA DE SAMACA,242
I.E. TECNICA NACIONALIZADA DE SAMACA - SEDE PRINCIPAL,"115,646,000,019",URBANA,I.E. TECNICA NACIONALIZADA DE SAMACA,1297
I.E. TECNICA SALAMANCA - SEDE PRINCIPAL,"215,646,000,170",RURAL,I.E. TECNICA SALAMANCA,1449
COL DPTAL HORIZONTES SECCION PRIMARIA,"115,664,000,018",URBANA,I.E. HORIZONTES,350
I.E. HORIZONTES - SEDE PRINCIPAL,"115,664,000,123",URBANA,I.E. HORIZONTES,69
I.E. TECNICA LA AMISTAD - SEDE PRINCIPAL,"215,664,000,055",RURAL,I.E. TECNICA LA AMISTAD,73
I.E. NUEVA ESPERANZA  - SEDE PRINCIPAL,"215,667,000,048",RURAL,I.E. NUEVA ESPERANZA,1083
I.E. SAN LUIS DE GACENO - SEDE PRINCIPAL,"115,667,000,027",URBANA,I.E. SAN LUIS DE GACENO,1687
I.E. TELEPALMERITAS - SEDE PRINCIPAL,"215,667,000,153",RURAL,I.E. TELEPALMERITAS,235
I.E. TECNICA ALFONSO VANEGAS SIERRA - SEDE PRINCIPAL,"115,676,000,013",URBANA,I.E. TECNICA ALFONSO VANEGAS SIERRA,1070
SEDE CONC URB MIX,"115,676,000,102",URBANA,I.E. TECNICA ALFONSO VANEGAS SIERRA,1454
I.E. TECNICA PABLO VALETTE - SEDE PRINCIPAL,"315,681,000,331",URBANA,I.E. TECNICA PABLO VALETTE,759
I.E. TECNICO JACINTO VEGA - SEDE PRINCIPAL,"315,690,000,416",URBANA,I.E. TECNICO JACINTO VEGA,16
I.E. CARLOS ARTURO TORRES PEÑA - SEDE PRINCIPAL,"115,693,000,035",URBANA,I.E. CARLOS ARTURO TORRES PEÑA,1947
I.E. CASILDA ZAFRA - SEDE PRINCIPAL,"115,693,000,043",URBANA,I.E. CASILDA ZAFRA,1374
CONC URB SIMÓN BOLÍVAR,"115,696,000,028",URBANA,I.E. TECNICO AGROPECUARIO,1509
COL ANTONIO RICAURTE - PRIMARIA,"115,686,000,127",URBANA,I.E. TECNICA ANTONIO RICAURTE,141
I.E. TECNICA ANTONIO RICAURTE - SEDE PRINCIPAL,"115,686,000,011",URBANA,I.E. TECNICA ANTONIO RICAURTE,1600
I.E. TECNICA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL,"115,720,000,212",URBANA,I.E. TECNICA NUESTRA SEÑORA DEL ROSARIO,1384
I.E. TECNICA SEÑOR DE LOS MILAGROS - SEDE PRINCIPAL,"115,723,000,167",URBANA,I.E. TECNICA SEÑOR DE LOS MILAGROS,33
I.E. JURUVITA - SEDE PRINCIPAL,"215,740,000,060",RURAL,I.E. JURUVITA,1612
I.E. SANTO DOMINGO SAVIO GAIATO - SEDE PRINCIPAL,"215,740,000,086",RURAL,I.E. SANTO DOMINGO SAVIO GAIATO,883
I.E. TECNICA IGNACIO GIL SANABRIA - SEDE PRINCIPAL,"115,740,000,014",URBANA,I.E. TECNICA IGNACIO GIL SANABRIA,1677
I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION - SEDE PRINCIPAL,"315,753,000,021",URBANA,I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION,375
I.E. ESCUELA NORMAL SUPERIOR - SEDE PRINCIPAL,"115,757,000,395",URBANA,I.E. ESCUELA NORMAL SUPERIOR,115
I.E. LOS LIBERTADORES - SEDE PRINCIPAL,"215,757,000,187",RURAL,I.E. LOS LIBERTADORES,1743
I.E. TECNICA PEDRO JOSE SARMIENTO - SEDE PRINCIPAL,"115,757,000,026",URBANA,I.E. TECNICA PEDRO JOSE SARMIENTO,1998
ESC URB DE NIÑAS,"115,755,000,029",URBANA,I.E. TECNICO FRANCISCO JOSE DE CALDAS,301
ESC URB DE VARONES,"115,755,000,011",URBANA,I.E. TECNICO FRANCISCO JOSE DE CALDAS,968
I.E. TECNICA JAIRO ALBARRACIN BARRERA - SEDE PRINCIPAL,"215,755,000,171",RURAL,I.E. TECNICA JAIRO ALBARRACIN BARRERA,1310
I.E. TECNICO FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,"115,755,000,371",URBANA,I.E. TECNICO FRANCISCO JOSE DE CALDAS,269
I.E. TECNICA JOSE BENIGNO PERILLA - SEDE PRINCIPAL,"215,761,000,167",URBANA,I.E. TECNICA JOSE BENIGNO PERILLA,1161
CONC URB MIXTA DE SORA,"115,762,000,051",URBANA,I.E. DE SORA,1276
I.E. DE SORA - SEDE PRINCIPAL,"315,762,000,076",URBANA,I.E. DE SORA,1553
I.E. SIMON BOLIVAR - SEDE PRINCIPAL,"115,764,000,082",URBANA,I.E. SIMON BOLIVAR,1638
CON FELIPE PEREZ,"115,763,000,046",URBANA,I.E. TECNICA PABLO VI,238
I.E. ADOLFO MARIA JIMENEZ - SEDE PRINCIPAL,"215,763,000,075",RURAL,I.E. ADOLFO MARIA JIMENEZ,1944
I.E. TECNICA PABLO VI - SEDE PRINCIPAL,"115,763,000,291",URBANA,I.E. TECNICA PABLO VI,511
I.E. NUESTRA SEÑORA DEL CARMEN - SEDE PRINCIPAL,"115,774,000,021",URBANA,I.E. NUESTRA SEÑORA DEL CARMEN,1014
CONCENTRACION KENNEDY,"115,776,000,011",URBANA,I.E. HECTOR JULIO GOMEZ,122
I.E. HECTOR JULIO GOMEZ - SEDE PRINCIPAL,"315,776,000,133",URBANA,I.E. HECTOR JULIO GOMEZ,1681
I.E. PEDREGAL ALTO - SEDE PRINCIPAL,"215,776,000,091",RURAL,I.E. PEDREGAL ALTO,1896
I.E. TECNICA SAN BARTOLOME - SEDE PRINCIPAL,"315,778,000,181",URBANA,I.E. TECNICA SAN BARTOLOME,232
I.E. LOS NARANJOS - SEDE PRINCIPAL,"215,778,000,047",RURAL,I.E. LOS NARANJOS,159
ESCUELA URBANA EL GIRON,"115,790,000,295",URBANA,I.E. JORGE GUILLERMO MOJICA MARQUEZ,811
I.E. JORGE GUILLERMO MOJICA MARQUEZ - SEDE PRINCIPAL,"115,790,000,031",URBANA,I.E. JORGE GUILLERMO MOJICA MARQUEZ,1146
I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA - SEDE PRINCIPAL,"115,798,000,014",URBANA,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,1283
ALIANZA PARA EL PROGRESO,"115,804,000,030",URBANA,I.E. GUSTAVO ROMERO HERNANDEZ,1730
I.E. GUSTAVO ROMERO HERNANDEZ - SEDE PRINCIPAL,"115,804,000,021",URBANA,I.E. GUSTAVO ROMERO HERNANDEZ,809
I.E. SUPANECA - SEDE PRINCIPAL,"215,804,000,204",RURAL,I.E. SUPANECA,190
COL DE BASI PRI JORGE CLEMENTE PALACIOS,"115,806,000,037",URBANA,I.E. JORGE CLEMENTE PALACIOS,1721
I.E. JORGE CLEMENTE PALACIOS - SEDE PRINCIPAL,"315,806,000,214",URBANA,I.E. JORGE CLEMENTE PALACIOS,445
I.E. MARIANO OSPINA PEREZ - SEDE PRINCIPAL,"115,808,000,026",URBANA,I.E. MARIANO OSPINA PEREZ,1245
SEDE PRIMARIA,"115,808,800,006",URBANA,I.E. MARIANO OSPINA PEREZ,1466
ESC URB,"115,810,000,017",URBANA,I.E. LUCAS CABALLERO CALDERON,1979
I.E. LUCAS CABALLERO CALDERON - SEDE PRINCIPAL,"115,810,000,220",URBANA,I.E. LUCAS CABALLERO CALDERON,1905
I.E. CAMILO TORRES DE TOCA - SEDE PRINCIPAL,"215,814,000,091",RURAL,I.E. CAMILO TORRES DE TOCA,231
I.E. TECNICA PLINIO MENDOZA NEIRA - SEDE PRINCIPAL,"115,814,000,011",RURAL,I.E. TECNICA PLINIO MENDOZA NEIRA,1365
I.E. TECNICA RAFAEL URIBE - SEDE PRINCIPAL,"215,814,000,253",RURAL,I.E. TECNICA RAFAEL URIBE,981
SECCIÓN POLICARPA SALAVARRIETA,"115,814,000,046",URBANA,I.E. TECNICA PLINIO MENDOZA NEIRA,1738
SEDE RAFAEL URIBE URIBE,"115,814,000,020",URBANA,I.E. TECNICA RAFAEL URIBE,416
COL NORBERTO FORERO GARCIA,"115,816,000,027",URBANA,I.E. HAYDEE CAMACHO SAAVEDRA,1472
I.E. HAYDEE CAMACHO SAAVEDRA - SEDE PRINCIPAL,"315,816,000,191",URBANA,I.E. HAYDEE CAMACHO SAAVEDRA,26
I.E. TECNICA CARLOS JULIO UMAÑA TORRES - SEDE PRINCIPAL,"115,820,000,023",URBANA,I.E. TECNICA CARLOS JULIO UMAÑA TORRES,1934
I.E. LUIS GUILLERMO ROJAS BARRERA - SEDE PRINCIPAL,"115,832,000,151",URBANA,I.E. LUIS GUILLERMO ROJAS BARRERA,1450
I.E. DIEGO DE TORRES - SEDE PRINCIPAL,"115,835,000,011",URBANA,I.E. DIEGO DE TORRES,750
I.E. TECNICA INDUSTRIAL - SEDE PRINCIPAL,"115,835,000,283",URBANA,I.E. TECNICA INDUSTRIAL,1574
COL KENNEDY,"115,837,000,035",URBANA,I.E. TECNICA CHICAMOCHA,1505
I.E. RIO DE PIEDRAS - SEDE PRINCIPAL,"215,837,000,358",RURAL,I.E. RIO DE PIEDRAS,522
I.E. TECNICA CHICAMOCHA - SEDE PRINCIPAL,"115,837,000,256",URBANA,I.E. TECNICA CHICAMOCHA,912
I.E. TECNICA PIO MORANTES - SEDE PRINCIPAL,"115,839,000,105",URBANA,I.E. TECNICA PIO MORANTES,162
I.E. DIVINO NIÑO - SEDE PRINCIPAL,"215,842,000,196",RURAL,I.E. DIVINO NIÑO,281
I.E. TECNICA AGROPECUARIA - SEDE PRINCIPAL,"215,842,000,013",RURAL,I.E. TECNICA AGROPECUARIA,860
I.E. TECNICA SAN IGNACIO - SEDE PRINCIPAL,"115,842,000,272",URBANA,I.E. TECNICA SAN IGNACIO,930
COL DE EDUC BAS SIMON BOLIVAR,"115,861,000,259",URBANA,I.E. FRANCISCO DE PAULA SANTANDER,1722
I.E. FRANCISCO DE PAULA SANTANDER - SEDE PRINCIPAL,"115,861,000,011",URBANA,I.E. FRANCISCO DE PAULA SANTANDER,612
I.E. PANAMERICANO PUENTE BOYACA - SEDE PRINCIPAL,"415,001,002,061",RURAL,I.E. PANAMERICANO PUENTE BOYACA,1337
I.E. SAN ANTONIO DE PADUA - SEDE PRINCIPAL,"215,861,000,121",RURAL,I.E. SAN ANTONIO DE PADUA,1299
CONC CAMILO TORRRES,"115,407,000,058",URBANA,I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,220
DURUELO,"215,407,000,222",URBANA,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,1974
I.E. LUIS CARLOS GALAN SARMIENTO - SEDE PRINCIPAL,"215,407,000,087",RURAL,I.E. LUIS CARLOS GALAN SARMIENTO,851
I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE - SEDE PRINCIPAL,"115,407,000,015",URBANA,I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,987
I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO - SEDE PRINCIPAL,"115,407,000,023",URBANA,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,270
SEDE CAMPESTRE,"115,407,800,020",URBANA,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,754
CON URB LA FUENTE TOSCANO,"115,879,000,043",URBANA,I.E. TECNICA AGROPECUARIA,863
I.E. SAN JOSE DE LA FLORIDA - SEDE PRINCIPAL,"115,897,000,221",URBANA,I.E. SAN JOSE DE LA FLORIDA,1029
I.E. TECNICA DE NAZARETH - SEDE PRINCIPAL,"215,491,000,348",RURAL,I.E. TECNICA DE NAZARETH,1618
ESC TIERRA DE GONZALEZ,"215,469,000,334",RURAL,I.E. HERNANDO GELVEZ SUAREZ,1514
SEDE LA FLORIDA,"215,238,000,501",RURAL,I.E. AGROINDUSTRIAL LA PRADERA,605
ESC BELEN JOSE SALVADOR DIAZ PERILLA,"215,022,000,302",RURAL,I.E. ENRIQUE SUAREZ,1346
CINTAS NO 2,"215,759,001,580",RURAL,INSTITUCION EDUCATIVA EL CRUCERO,1848
PORVENIR,"215,001,001,139",RURAL,GUSTAVO ROJAS PINILLA.,1607
ESC HATOVIEJO,"215,047,000,242",RURAL,I.E. TECNICA RAMON IGNACIO AVELLA,318
ESC CABECERAS,"215,051,000,117",RURAL,I.E. TECNICO ALEJANDRO DE HUMBOLDT,982
ESC TUATE BAJO,"215,087,000,148",RURAL,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,93
ESC RODEO,"215,090,000,051",RURAL,I.E. CAMPO ELIAS CORTES,1446
ESC RURAL VILLA FRANCA,"215,092,000,059",RURAL,I.E. TECNICO AGROPECUARIO SANTA RITA DE CASIA,1403
ESC RURAL LAS MINAS,"215,097,000,090",RURAL,I.E. TECNICO AGRICOLA,1
ESC SOCONZAQUE OCCIDENTE,"215,104,000,041",RURAL,I.E. TECNICA AGROPECUARIA SAN ISIDRO,9
ESC RURAL VIJAGUAL,"215,106,000,073",RURAL,I.E. TECNICA MANUEL BRICEÑO,1231
ESC SARVITH,"215,109,000,112",RURAL,I.E. TECNICA AGROPECUARIA LA GRANJA,142
ESC LAS VUELTAS,"215,131,000,126",RURAL,I.E. TECNICA AGRICOLA ANTONIO NARIÑO,1543
ESC RUR ENCENILLO,"215,135,000,066",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,1853
ESC RUR LA MESETA,"215,162,000,060",RURAL,I.E. DE CERINZA,325
ESC VALLE,"215,172,000,114",RURAL,I.E. JUAN DE JESUS ACEVEDO,433
SEDE SANTA TERESA,"215,176,000,305",RURAL,I.E. TECNICA LOS COMUNEROS,1168
ESC PUENTE PIEDRA,"215,232,000,160",RURAL,I.E. TECNICA EL CERRO,0
ESC DUARTES ABAJO,"215,180,000,123",RURAL,I.E. TECNICO AGROPECUARIO,649
SEDE LA COLORADA,"215,183,000,191",RURAL,I.E. JOSE MARIA POTIER,1596
ESC GUAYACAN Y PEÑA,"215,185,000,059",RURAL,I.E. SAN PEDRO CLAVER,890
ESC CARBONERAS,"215,187,000,072",RURAL,I.E. AGROPECUARIO,1152
ESC CAMOYO,"215,022,000,248",RURAL,I.E. TECNICO AGROPECUARIO LA ESMERALDA,1235
ESC PLAN,"215,189,000,142",RURAL,I.E. SANTO DOMINGO SAVIO,802
ESC LA TOMA,"215,204,000,189",RURAL,I.E. SAN FRANCISCO,434
ESC SAN IGNACIO,"215,212,000,295",RURAL,I.E. SAN MIGUEL,411
ESC REYES PATRIA,"215,215,000,067",RURAL,I.E. TECNICA JUAN JOSE SAMANIEGO,1141
ESC EL TOPON,"215,218,000,238",RURAL,I.E. SAN LUIS BELTRAN,1294
ESC PUERTO NUEVO,"215,223,000,301",RURAL,I.E. TECNICA NACIONALIZADA PABLO VI,1213
C E CHIPACATA,"215,224,000,088",RURAL,I.E. SAN FELIPE,880
ESC RUR CORDONCILLOS,"215,226,000,042",RURAL,I.E. SANTO DOMINGO SAVIO,1699
ESC LOS CUCHAROS,"215,244,000,319",RURAL,I.E. EL CARDON,1793
ESC SAN CARLOS,"215,272,000,189",RURAL,I.E. TECNICA AGROPECUARIA SAN ANTONIO,1812
C E GACHANTIVÁ VIEJO,"215,293,000,171",RURAL,I.E. GUITOQUE,1917
ESC CHITAL,"215,296,000,112",RURAL,I.E. SAZA,1619
ESC GUANICA MOLINO,"215,299,000,130",RURAL,I.E. TECNICA SAN LUIS,1639
ESC URAGON,"215,317,000,088",RURAL,I.E. TECNICA SAN DIEGO DE ALCALA,36
ESC CALICHE,"215,325,000,267",RURAL,I.E. SOCHAQUIRA ABAJO,1695
COL EDUC BAS CARICHANA,"215,362,000,048",RURAL,I.E. TECNICA SERGIO CAMARGO,1728
ESC BAGANIQUE BAJO,"215,367,000,119",RURAL,I.E. TECNICO COMERCIAL,1100
ESC ZINC,"215,380,000,063",RURAL,I.E. LA CANDELARIA,574
SEDE SAN IGNACIO,"215,403,000,139",RURAL,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,548
ESC NOPASAL,"215,401,000,166",RURAL,I.E. ALFONSO LOPEZ PUMAREJO,515
LA MESA,"215,425,000,213",RURAL,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,1932
ESC MORRO ARRIBA,"215,455,000,161",RURAL,I.E. TECNICA MIRAFLORES,314
ESC RURAL REGINALDO,"215,466,000,074",RURAL,I.E. TECNICA DE MONGUI,1541
CENT EDUC SALVIAL,"215,476,000,021",RURAL,I.E. TECNICA SANTA CRUZ DE MOTAVITA,1506
ESC GUADUALON BAJO,"215,480,000,273",RURAL,I.E. CONCHA MEDINA DE SILVA,1055
CE SAN PEDRO,"215,500,000,046",RURAL,I.E. NICOLAS CUERVO Y ROJAS,331
ESC LOS ANDES,"215,507,000,700",RURAL,I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,797
ESC GUACAL,"215,511,000,111",RURAL,I.E. TECNICA HONORIO ANGEL Y OLARTE,1479
ESC RURAL YAPOMPO,"215,514,000,413",RURAL,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,457
ESC TOIBITA,"215,516,000,259",RURAL,I.E. RAFAEL BAYONA NIÑO,1390
SEDE SABANA LARGA,"215,518,000,167",RURAL,I.E. AGROPECUARIA,1609
ESC ORGONIGA,"215,522,000,023",RURAL,I.E. TECNICA DE PANQUEBA,1289
ESC MANOTE ALTO,"215,531,000,206",RURAL,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,532
BOCA DE MONTE,"215,533,000,149",RURAL,I.E. TECNICO SIMONA AMAYA,1810
ESC RURAL SOAPAGA,"215,537,000,241",RURAL,I.E. TECNICA INDUSTRIAL Y MINERA,866
CENT EDUC CHAVIGA,"215,542,000,097",RURAL,I.E. EL HATO,2003
ESC SIMÓN BOLIVAR,"215,550,000,152",RURAL,I.E. RAMON BARRANTES,76
ESC. MORROCALIENTE,"215,572,000,351",RURAL,I.E. TECNICA PUERTO SERVIEZ,741
VILLA ESPERANZA,"215,580,000,530",RURAL,I.E. LA FLORESTA,1866
ESC FERNANDEZ,"215,599,000,204",RURAL,I.E. NAGUATA,1832
ESC FARFAN,"215,600,000,086",RURAL,I.E. NUESTRA SEÑORA DE LA CANDELARIA,1797
CEN EDUC QUEBRADA HONDA,"215,621,000,248",RURAL,I.E. RANCHO GRANDE,1039
CEN LA ROSITA BAJO,"215,632,000,622",RURAL,I.E. NORMAL SUPERIOR,1012
CENT SAN LORENZO,"215,638,000,101",RURAL,I.E. NUEVA GENERACION,77
ESC RAMA BLANCA,"215,646,000,455",RURAL,I.E. TECNICA SALAMANCA,12
ESC BOMBITA,"215,660,000,093",RURAL,I.E. TECNICA ANTONIO NARIÑO,1265
SEDE MACIEGAL,"215,664,000,063",RURAL,I.E. TECNICA LA AMISTAD,489
ESC LA FRONTERA,"215,667,000,277",RURAL,I.E. TELEPALMERITAS,554
ESC HATICO HOYA DE DUARTES,"215,673,000,360",RURAL,I.E. PAZ Y LIBERTAD,179
ESC SIRIGAY,"215,676,000,093",RURAL,I.E. TECNICA ALFONSO VANEGAS SIERRA,334
ESC PARAMO LAGUNAS,"215,681,000,166",RURAL,I.E. TECNICA PABLO VALETTE,1136
CENT EDUC LA VICTORIA,"215,690,000,519",RURAL,I.E. TECNICO JACINTO VEGA,1419
CENT EDUC SALITRILLO,"215,696,000,049",RURAL,I.E. TECNICO AGROPECUARIO,2004
ESC LAS QUEBRADAS,"215,686,000,091",RURAL,I.E. TECNICA ANTONIO RICAURTE,98
ESC EL HATO,"215,720,000,080",RURAL,I.E. LUIS MANUEL PARRA CARO,1827
ESC BURA,"215,723,000,137",RURAL,I.E. TECNICA SEÑOR DE LOS MILAGROS,510
SIACHOQUE ABAJO,"215,740,000,132",RURAL,I.E. TECNICA IGNACIO GIL SANABRIA,1486
